State Name,County Name,County FIPS,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Total,Average,
Arkansas,Drew,5043,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Faulkner,5045,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Franklin,5047,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Fulton,5049,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Garland,5051,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Grant,5053,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Greene,5055,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Hempstead,5057,2,0,0,0,0,0,0,0,0,0,0,2,0.181818182,
Arkansas,Hot Spring,5059,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Howard,5061,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Independence,5063,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Izard,5065,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Jackson,5067,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Jefferson,5069,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Johnson,5071,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Lafayette,5073,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Lawrence,5075,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Lee,5077,0,0,0,0,0,0,0,0,0,1,2,3,0.272727273,
Arkansas,Lincoln,5079,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Little River,5081,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Logan,5083,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Lonoke,5085,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Madison,5087,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Marion,5089,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Miller,5091,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Mississippi,5093,0,0,0,0,0,1,1,0,0,0,0,2,0.181818182,
Arkansas,Monroe,5095,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Montgomery,5097,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Nevada,5099,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Newton,5101,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Ouachita,5103,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Perry,5105,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Phillips,5107,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Pike,5109,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Poinsett,5111,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Polk,5113,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Pope,5115,0,0,0,0,0,2,0,0,0,0,0,2,0.181818182,
Arkansas,Prairie,5117,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Pulaski,5119,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Randolph,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,St. Francis,5123,0,0,0,0,0,1,1,0,1,0,3,6,0.545454545,
Arkansas,Saline,5125,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Scott,5127,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Searcy,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Sebastian,5131,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Sevier,5133,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Sharp,5135,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Stone,5137,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Union,5139,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Van Buren,5141,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Washington,5143,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,White,5145,1,1,1,1,0,4,0,0,0,1,1,10,0.909090909,
Arkansas,Woodruff,5147,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Yell,5149,0,0,0,0,0,2,0,0,0,0,0,2,0.181818182,
California,Alameda,6001,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Alpine,6003,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Amador,6005,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Butte,6007,0,0,13,0,0,0,0,0,0,0,0,13,1.181818182,
California,Calaveras,6009,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Colusa,6011,4,4,13,0,0,0,0,3,18,1,0,43,3.909090909,
California,Contra Costa,6013,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Del Norte,6015,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,El Dorado,6017,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Fresno,6019,0,0,0,0,0,1,1,0,0,0,0,2,0.181818182,
California,Glenn,6021,7,0,4,0,0,0,0,0,1,0,0,12,1.090909091,
California,Humboldt,6023,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Imperial,6025,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Inyo,6027,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Kern,6029,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Kings,6031,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Lake,6033,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Lassen,6035,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Los Angeles,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Madera,6039,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Marin,6041,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Mariposa,6043,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Mendocino,6045,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Merced,6047,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Modoc,6049,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Mono,6051,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Monterey,6053,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Napa,6055,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Nevada,6057,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Orange,6059,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Placer,6061,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Plumas,6063,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Riverside,6065,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Sacramento,6067,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,San Benito,6069,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,San Bernardino,6071,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,San Diego,6073,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,San Francisco,6075,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,San Joaquin,6077,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,San Luis Obispo,6079,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,San Mateo,6081,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Santa Barbara,6083,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Santa Clara,6085,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Santa Cruz,6087,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Shasta,6089,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Sierra,6091,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Siskiyou,6093,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Solano,6095,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Sonoma,6097,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Stanislaus,6099,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Sutter,6101,4,2,8,2,0,0,0,0,0,0,0,16,1.454545455,
California,Tehama,6103,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Trinity,6105,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Tulare,6107,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Tuolumne,6109,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Ventura,6111,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Yolo,6113,2,0,4,0,0,0,0,3,3,3,0,15,1.363636364,
California,Yuba,6115,0,0,9,0,0,0,0,0,0,0,0,9,0.818181818,
Colorado,Adams,8001,2,6,3,6,1,0,0,0,0,0,0,18,1.636363636,
Colorado,Alamosa,8003,1,0,0,1,1,1,1,0,0,0,0,5,0.454545455,
Colorado,Arapahoe,8005,0,5,1,4,1,0,0,0,0,0,0,11,1,
Colorado,Archuleta,8007,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Baca,8009,0,0,0,0,0,10,9,4,1,14,0,38,3.454545455,
Colorado,Bent,8011,1,2,5,0,2,0,0,0,0,0,0,10,0.909090909,
Colorado,Boulder,8013,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Broomfield,8014,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Chaffee,8015,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Cheyenne,8017,6,2,2,3,1,3,1,4,10,4,25,61,5.545454545,
Colorado,Clear Creek,8019,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Conejos,8021,14,11,9,7,10,1,3,2,0,0,3,60,5.454545455,
Colorado,Costilla,8023,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Crowley,8025,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Custer,8027,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Delta,8029,0,0,0,0,0,6,2,0,0,0,4,12,1.090909091,
Colorado,Denver,8031,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Dolores,8033,1,0,1,1,1,0,0,0,0,0,0,4,0.363636364,
Colorado,Douglas,8035,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Eagle,8037,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Elbert,8039,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,El Paso,8041,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Fremont,8043,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Garfield,8045,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Gilpin,8047,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Grand,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Gunnison,8051,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Hinsdale,8053,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Huerfano,8055,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Jackson,8057,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Jefferson,8059,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Kiowa,8061,14,7,6,10,7,0,0,6,2,13,36,101,9.181818182,
Colorado,Kit Carson,8063,17,15,19,0,0,9,8,34,52,98,349,601,54.63636364,
Colorado,Lake,8065,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,La Plata,8067,0,0,0,0,0,0,0,0,0,0,1,1,0.090909091,
Colorado,Larimer,8069,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Las Animas,8071,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Lincoln,8073,2,0,0,0,0,0,0,0,0,0,12,14,1.272727273,
Colorado,Logan,8075,7,7,8,13,13,8,4,1,10,5,13,89,8.090909091,
Colorado,Mesa,8077,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Mineral,8079,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Moffat,8081,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Montezuma,8083,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Montrose,8085,0,0,0,0,0,1,0,0,0,0,0,1,0.090909091,
Colorado,Morgan,8087,6,5,6,2,3,3,0,0,0,0,0,25,2.272727273,
Colorado,Otero,8089,8,12,9,4,6,0,0,0,0,0,0,39,3.545454545,
Colorado,Ouray,8091,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Park,8093,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Phillips,8095,9,15,22,15,10,0,2,2,5,11,10,101,9.181818182,
Colorado,Pitkin,8097,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Prowers,8099,3,3,0,3,0,0,0,0,0,2,2,13,1.181818182,
Colorado,Pueblo,8101,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Rio Blanco,8103,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Rio Grande,8105,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Routt,8107,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Saguache,8109,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,San Juan,8111,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,San Miguel,8113,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Sedgwick,8115,1,4,3,3,2,1,2,1,18,2,1,38,3.454545455,
Colorado,Summit,8117,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Teller,8119,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Washington,8121,1,1,1,0,0,0,0,0,33,7,61,104,9.454545455,
Colorado,Weld,8123,0,1,2,4,3,0,0,0,4,0,0,14,1.272727273,
Colorado,Yuma,8125,15,13,17,7,4,16,10,6,13,18,100,219,19.90909091,
Connecticut,Fairfield,9001,0,0,0,0,0,0,0,0,0,0,0,0,0,
Connecticut,Hartford,9003,0,0,0,0,0,0,0,0,0,0,0,0,0,
Connecticut,Litchfield,9005,0,0,0,0,0,0,0,0,0,0,0,0,0,
Connecticut,Middlesex,9007,0,0,0,0,0,0,0,0,0,0,0,0,0,
Connecticut,New Haven,9009,1,0,0,0,0,0,0,0,0,0,0,1,0.090909091,
Connecticut,New London,9011,5,4,4,3,1,0,1,0,0,1,1,20,1.818181818,
Connecticut,Tolland,9013,0,1,0,0,0,0,0,0,0,0,0,1,0.090909091,
Connecticut,Windham,9015,2,1,0,0,0,0,0,0,0,0,0,3,0.272727273,
Delaware,Kent,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,
Delaware,New Castle,10003,0,0,0,0,0,0,0,0,0,0,0,0,0,
Delaware,Sussex,10005,0,0,1,0,0,0,0,0,0,0,0,1,0.090909091,
District Of Columbia,District of Columbia,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Alachua,12001,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Baker,12003,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Bay,12005,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Bradford,12007,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Brevard,12009,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Broward,12011,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Calhoun,12013,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Charlotte,12015,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Citrus,12017,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Clay,12019,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Collier,12021,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Columbia,12023,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,DeSoto,12027,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Dixie,12029,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Duval,12031,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Escambia,12033,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Flagler,12035,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Franklin,12037,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Gadsden,12039,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Gilchrist,12041,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Glades,12043,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Gulf,12045,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Hamilton,12047,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Hardee,12049,0,0,0,0,0,0,0,0,0,0,0,0,0,
